State,City 
Kerala,Taliparamba
Kerala,Tanalur
Kerala,Thaikattussery
Kerala,Thaikkad
Kerala,Thalakkulathur
Kerala,Thalassery
Kerala,Thangalur
Kerala,Thanneermukkam (Thanneermukkom)
Kerala,Thanniyam
Kerala,Thazhakara
Kerala,Thazhecode
Kerala,Thazhuthala
Kerala,Thekkumbhagom
Kerala,Thekkumkara
Kerala,Thenhippalam (Chelari)
Kerala,Thennala (Tennala)
Kerala,Thikkody (Thikkodi)
Kerala,Thirumittacode-II
Kerala,Thirunavaya (Tirunavaya)
Kerala,Thiruvalla (Tiruvalla)
Kerala,Thiruvananthapuram [Trivandrum]
Kerala,Thiruvankulam
Kerala,Thodiyoor
Kerala,Thodupuzha
Kerala,Tholur
Kerala,Thottada
Kerala,Thrikkadavoor
Kerala,Thrikkaruva
Kerala,Thrikkodithanam
Kerala,Thrikkovilvattom
Kerala,Thrippunithura
Kerala,Thrissur
Kerala,Thrithala
Kerala,Thuneri
Kerala,Thurayur
Kerala,Tirur
Kerala,Tirurangadi
Kerala,Trikkur
Kerala,Triprangode
Kerala,Udma
Kerala,Uliyazhathura
Kerala,Ulliyeri
Kerala,Uppala
Kerala,Urakam
Kerala,Vadakara (Vatakara)
Kerala,Vadakkekad
Kerala,Vadakkekara
Kerala,Vadakkumbhagom
Kerala,Vadakkumkara
Kerala,Vadakkummuri
Kerala,Vadakkumthala
Kerala,Vadama
Kerala,Vadanappally
Kerala,Vaikom
Kerala,Vakkom
Kerala,Valapattanam
Kerala,Valayam
Kerala,Vallachira
Kerala,Vaniyamkulam- II
Kerala,Varam
Kerala,Varappuzha
Kerala,Varkala
Kerala,Vattappara
Kerala,Vattiyoorkavu
Kerala,Vayalar
Kerala,Vazhakkala
Kerala,Vazhakulam
Kerala,Vazhayur
Kerala,Veiloor
Kerala,Vellanikkara
Kerala,Vellookkara
Kerala,Velloorkunnam
Kerala,Velur
Kerala,Veluthur
Kerala,Venganoor
Kerala,Vengara
Kerala,Venginissery
Kerala,Vengola
Kerala,Venkitangu
Kerala,Venmanad
Kerala,Vijayapuram
Kerala,Vilappil
Kerala,Vilavoorkkal
Kerala,Villiappally
Kerala,Vylathur
Kerala,Wadakkanchery (Wadakkancherry)
,  
,
,
 Karnataka,52 Heroor
 Karnataka,Addur
 Karnataka,Adityapatna
 Karnataka,Adyar
 Karnataka,Afzalpur
 Karnataka,Aland
 Karnataka,Alevoor
 Karnataka,Allipura
 Karnataka,Alnavar
 Karnataka,Alur
 Karnataka,Amaravathi
 Karnataka,Ambikanagara (Ambikanagar)
 Karnataka,Aminagad
 Karnataka,Anekal
 Karnataka,Ankola
 Karnataka,Annigeri
 Karnataka,Arasinakunte
 Karnataka,Arkalgud
 Karnataka,Arkula
 Karnataka,Arsikere
 Karnataka,Athni (Athani)
 Karnataka,Attibele
 Karnataka,Aurad
 Karnataka,Aversa
 Karnataka,Bada
 Karnataka,Badagabettu No.80
 Karnataka,Badagaulipady
 Karnataka,Badami
 Karnataka,Bagalkot
 Karnataka,Bagepalli
 Karnataka,Bail Hongal (Bailhongal)
 Karnataka,Bajpe
 Karnataka,Bangalore [Bangalore]
 Karnataka,Bangarapet
 Karnataka,Bankapura
 Karnataka,Bannur
 Karnataka,Bantval (Bantwal)
 Karnataka,Basavakalyan
 Karnataka,Basavana Bagevadi (Basavan Bagevadi)
 Karnataka,Basettihalli
 Karnataka,Belgaum
 Karnataka,Belgaum Cantonment
 Karnataka,Bellary
 Karnataka,Belma
 Karnataka,Beltangadi (Belthangady)
 Karnataka,Belur
 Karnataka,Belvata
 Karnataka,Benakanahalli
 Karnataka,Bethamangala
 Karnataka,Bhadravati
 Karnataka,Bhalki
 Karnataka,Bhatkal
 Karnataka,Bhimarayanagudi
 Karnataka,Bhogadi
 Karnataka,Bidadi
 Karnataka,Bidar
 Karnataka,Bijapur
 Karnataka,Bilgi
 Karnataka,Birur
 Karnataka,Bobruwada
 Karnataka,Bommasandra
 Karnataka,Bondathila
 Karnataka,Byadgi (Byadagi)
 Karnataka,Byrapura
 Karnataka,Challakere
 Karnataka,Chamarajanagar
 Karnataka,Channagiri
 Karnataka,Channapatna
 Karnataka,Channarayapatna
 Karnataka,Chelur
 Karnataka,Chikkaballapura (Chik Ballapur)
 Karnataka,Chikkabanavara
 Karnataka,Chikkabidarakallu
 Karnataka,Chikkajajur (Chikjajur)
 Karnataka,Chikmagalur
 Karnataka,Chiknayakanhalli (Chikkanayakana Halli)
 Karnataka,Chikodi
 Karnataka,Chincholi
 Karnataka,Chintamani
 Karnataka,Chitapur
 Karnataka,Chitgoppa
 Karnataka,Chitradurga
 Karnataka,Dandeli
 Karnataka,Davanagere (Davangere)
 Karnataka,Devadurga
 Karnataka,Devanahalli
 Karnataka,Dod Ballapur (Doddaballapura)
 Karnataka,Dommasandra
 Karnataka,Donimalai Township
 Karnataka,Elwala
 Karnataka,Gadag-Betigeri (Gadag-Betageri)
 Karnataka,Gajendragarh
 Karnataka,Gangawati (Gangavati)
 Karnataka,Gargeswari
 Karnataka,Gauribidanur
 Karnataka,Gogipeth
 Karnataka,Gokak
 Karnataka,Gokak Falls
 Karnataka,Gonikoppal
 Karnataka,Gubbi
 Karnataka,Gudibanda
 Karnataka,Gudur
 Karnataka,Gulbarga
 Karnataka,Guledgudda
 Karnataka,Gundlupet
 Karnataka,Gurmatkal
 Karnataka,Haliyal
 Karnataka,Hangal
 Karnataka,Hanur
 Karnataka,Haralahalli
 Karnataka,Haralapura
 Karnataka,Harapanahalli (Harpanahalli)
 Karnataka,Harekala
 Karnataka,Harihar
 Karnataka,Hassan
 Karnataka,Hatti
 Karnataka,Hatti Gold Mines
 Karnataka,Haveri
 Karnataka,Hebbagodi
 Karnataka,Heggadadevankote
 Karnataka,Hindalgi
 Karnataka,Hinkal
 Karnataka,Hirekerur
 Karnataka,Hiriyur
 Karnataka,Holalkere
 Karnataka,Hole Narsipur (Holenarasipura)
 Karnataka,Homnabad (Humnabad)
 Karnataka,Honavar (Honnavar)
 Karnataka,Hongalli
 Karnataka,Honnali
 Karnataka,Hoovina Hadagalli (Hoovina Hadagali)
 Karnataka,Hosakote (Hoskote)
 Karnataka,Hosanagara
 Karnataka,Hosdurga (Hosadurga)
 Karnataka,Hospet
 Karnataka,Hubli-Dharwad (Hubli)
 Karnataka,Hukeri
 Karnataka,Huliyar
 Karnataka,Hunasamaranahalli
 Karnataka,Hungund (Hunagunda)
 Karnataka,Hunsur
 Karnataka,Hutagalli
 Karnataka,Ilkal
 Karnataka,Indi
 Karnataka,Jagalur
 Karnataka,Jali
 Karnataka,Jamkhandi (Jamakhandi)
 Karnataka,Jevargi
 Karnataka,Jigani
 Karnataka,Jog Kargal (Jog Falls)
 Karnataka,Kadakola
 Karnataka,Kadigenahalli
 Karnataka,Kadur
 Karnataka,Kadwad
 Karnataka,Kairangala
 Karnataka,Kakati
 Karnataka,Kalghatgi (Kalaghatagi)
 Karnataka,Kamalapuram (Kamalapura)
 Karnataka,Kamalnagar
 Karnataka,Kamatgi (Kamatagi)
 Karnataka,Kampli
 Karnataka,Kanakapura
 Karnataka,Kangrali (BK)
 Karnataka,Kangrali (KH)
 Karnataka,Kariyangala
 Karnataka,Karkal
 Karnataka,Karwar
 Karnataka,Kawalettu
 Karnataka,Kenjar
 Karnataka,Kerur
 Karnataka,Khanapur
 Karnataka,Kodiyal
 Karnataka,Kolambe
 Karnataka,Kolar
 Karnataka,Kollegal
 Karnataka,Konaje
 Karnataka,Konappana Agrahara
 Karnataka,Konnur
 Karnataka,Koorgalli
 Karnataka,Koppa
 Karnataka,Koppal
 Karnataka,Korangrapady
 Karnataka,Koratagere
 Karnataka,Kotekara
 Karnataka,Koteshwar
 Karnataka,Kotturu
 Karnataka,Krishnarajanagara
 Karnataka,Krishnarajpet
 Karnataka,Kudchi (Kudachi)
 Karnataka,Kudligi
 Karnataka,Kudremukh
 Karnataka,Kudur
 Karnataka,Kumbalagodu
 Karnataka,Kumta
 Karnataka,Kundapura (Kundapur)
 Karnataka,Kundgol
 Karnataka,Kunigal
 Karnataka,Kurekuppa
 Karnataka,Kurgunta
 Karnataka,Kushalnagar (Kushalanagar)
 Karnataka,Kushtagi
 Karnataka,Kuvettu
 Karnataka,Lakshmeshwar
 Karnataka,Lingsugur (Lingasugur)
 Karnataka,Londa
 Karnataka,Machche
 Karnataka,Madanaiyakanahalli
 Karnataka,Maddur
 Karnataka,Madhugiri
 Karnataka,Madikeri
 Karnataka,Magadi
 Karnataka,Mahalingpur
 Karnataka,Malavalli
 Karnataka,Mallar
 Karnataka,Malur
 Karnataka,Mandya
 Karnataka,Mangalore
 Karnataka,Manipura
 Karnataka,Manjanady
 Karnataka,Manvi
 Karnataka,Maragondahalli
 Karnataka,Matadakurubarahatti
 Karnataka,Mellahalli
 Karnataka,Molakalmuru
 Karnataka,Moodabettu
 Karnataka,Mouje Nandgad
 Karnataka,Mudalgi
 Karnataka,Mudbidri (Moodabidri)
 Karnataka,Muddebihal
 Karnataka,Mudgal
 Karnataka,Mudhol
 Karnataka,Mudigere
 Karnataka,Muduperar
 Karnataka,Mudushedde
 Karnataka,Mulbagal
 Karnataka,Mulgund
 Karnataka,Mulki
 Karnataka,Mulur
 Karnataka,Mundargi
 Karnataka,Mundgod
 Karnataka,Munirabad Project Area
 Karnataka,Munnur
 Karnataka,Munnuru
 Karnataka,Mutga
 Karnataka,Mysore
 Karnataka,Nadsal
 Karnataka,Nagamangala
 Karnataka,Nanjangud
 Karnataka,Narasimharajapura
 Karnataka,Naregal
 Karnataka,Nargund
 Karnataka,Narikombu
 Karnataka,Navalgund
 Karnataka,Navoor
 Karnataka,Neermarga
 Karnataka,Nelamangala
 Karnataka,Nipani
 Karnataka,Pandavapura
 Karnataka,Pavagada
 Karnataka,Peeranwadi
 Karnataka,Piriyapatna
 Karnataka,Pudu
 Karnataka,Puttur
 Karnataka,Rabkavi Banhatti
 Karnataka,Raichur
 Karnataka,Ramanagara
 Karnataka,Ramdurg
 Karnataka,Ranibennur (Ranebennuru)
 Karnataka,Raybag
 Karnataka,Robertson Pet
 Karnataka,Ron
 Karnataka,Sadalgi (Sadalga)
 Karnataka,Sagar
 Karnataka,Saidapur
 Karnataka,Sajipanadu
 Karnataka,Sakleshpur
 Karnataka,Saligram
 Karnataka,Sambra
 Karnataka,Sandur
 Karnataka,Sankeshwar
 Karnataka,Sanoor
 Karnataka,Saragur (Sargur)
 Karnataka,Sarjapura
 Karnataka,Satyamangala
 Karnataka,Saundatti-Yellamma (Saundatti)
 Karnataka,Savanur
 Karnataka,Sedam
 Karnataka,Shahabad
 Karnataka,Shahabad ACC
 Karnataka,Shahpur
 Karnataka,Shaktinagar
 Karnataka,Shiggaon
 Karnataka,Shikarpur (Shikaripur)
 Karnataka,Shimoga
 Karnataka,Shirhatti (Shirahatti)
 Karnataka,Shorapur
 Karnataka,Shravanabelgola (Shravanabelagola)
 Karnataka,Shrirangapattana (Srirangapatna)
 Karnataka,Siddapur
 Karnataka,Sidlaghatta
 Karnataka,Sindgi (Sindagi)
 Karnataka,Sindhnur (Sindhanur)
 Karnataka,Sira
 Karnataka,Siralkoppa
 Karnataka,Sirsi
 Karnataka,Siruguppa
 Karnataka,Someshwar
 Karnataka,Somvarpet (Somwarpet)
 Karnataka,Sorab
 Karnataka,Sringeri
 Karnataka,Srinivaspur
 Karnataka,Srirampura
 Karnataka,Sulebhavi
 Karnataka,Sulya (Sullia)
 Karnataka,Talapady
 Karnataka,Talikota
 Karnataka,Talipady
 Karnataka,Tarikere
 Karnataka,Tattilli (Mundgod)
 Karnataka,Tekkalakote
 Karnataka,Tenkanidyoor
 Karnataka,Terdal
 Karnataka,Thokur-62
 Karnataka,Thumbe
 Karnataka,Tiptur
 Karnataka,Tirthahalli (Thirthahalli)
 Karnataka,Tirumakudal Narsipur
 Karnataka,Tonse East
 Karnataka,Tumkur
 Karnataka,Turuvekere
 Karnataka,Udupi
 Karnataka,Udyavara
 Karnataka,Ullal
 Karnataka,Uppinangady (Uppinangadi)
 Karnataka,Vaddu
 Karnataka,Varamballi
 Karnataka,Venkatapura
 Karnataka,Vijayapura
 Karnataka,Virajpet
 Karnataka,Vittal
 Karnataka,Wadi
 Karnataka,Yadgir
 Karnataka,Yelandur
 Karnataka,Yelbarga (Yelburga)
 Karnataka,Yellapur
 Karnataka,Yellur
 Karnataka,Yenagudde
,  
,
,
Goa,Aldona
Goa,Anjuna
Goa,Aquem
Goa,Arambol
Goa,Bambolim
Goa,Bandora
Goa,Benaulim
Goa,Bicholim
Goa,Borim
Goa,Calangute
Goa,Calapor
Goa,Canacona
Goa,Candola
Goa,Candolim
Goa,Carapur
Goa,Chicalim
Goa,Chimbel
Goa,Chinchinim
Goa,Colvale
Goa,Corlim
Goa,Cortalim
Goa,Cumbarjua
Goa,Cuncolim
Goa,Curchorem-Cacora
Goa,Curti
Goa,Curtorim
Goa,Davorlim
Goa,Goa Velha
Goa,Guirim
Goa,Jua
Goa,Mandrem
Goa,Mapusa (Māpuca)
Goa,Marcaim
Goa,"Margao (Margão, Madgaon)"
Goa,Mercurim
Goa,Moira
Goa,Morjim
Goa,"Mormugao (Mormugão, Vasco da Gama)"
Goa,Murda
Goa,Navelim
Goa,Nerul
Goa,Nuvem
Goa,Onda
Goa,Orgao
Goa,Pale
Goa,"Panaji (Panjim, Pangim)"
Goa,Parcem
Goa,Penha de França
Goa,Pernem
Goa,Pilerne
Goa,Ponda
Goa,Priol
Goa,Quela
Goa,Quepem
Goa,Raia
Goa,Reis Magos
Goa,Saligao
Goa,Salvador do Mundo
Goa,Sancoale
Goa,Sanguem
Goa,Sanquelim
Goa,Sanvordem
Goa,São José de Areal
Goa,Siolim
Goa,Socorro (Serula)
Goa,Usgao
Goa,Valpoi
Goa,Varca
Goa,Verna
,Xeldem
,  
,
,
Telengana,Achampet
Telengana,Adilabad
Telengana,Allipur
Telengana,Ameenapur
Telengana,Annaram
Telengana,Armur (Armoor)
Telengana,Asifabad
Telengana,Atmakur
Telengana,Bachpalle
Telengana,Badangpet
Telengana,Badepalle
Telengana,Ballepalle
Telengana,Bandlaguda (Jagir)
Telengana,Banswada
Telengana,Bellampalle
Telengana,Bhadrachalam
Telengana,Bhainsa
Telengana,Bhanur
Telengana,Bhimaram
Telengana,Bhongir
Telengana,Bhupalpalle
Telengana,Bibinagar
Telengana,Bodhan
Telengana,Boduppal
Telengana,Bollaram (Bolarum)
Telengana,Bonthapalle
Telengana,Boyapalle
Telengana,Chandur
Telengana,Chegunta
Telengana,Chennur
Telengana,Chinnachintakunta
Telengana,Chitkul
Telengana,Chityala
Telengana,Choutuppal
Telengana,Chunchupalle
Telengana,Dasnapur
Telengana,Devapur
Telengana,Devarakonda
Telengana,Dharmaram (P.B)
Telengana,Dornakal
Telengana,Dundigal
Telengana,Eddumailaram
Telengana,Enumamula
Telengana,Farooqnagar
Telengana,Gadwal
Telengana,Gajwel
Telengana,Garimellapadu
Telengana,Ghanpur
Telengana,Ghanpur Station
Telengana,Ghatkesar
Telengana,Gorrekunta
Telengana,Hyderabad
Telengana,Ibrahimpatnam (Bagath)
Telengana,Ichoda
Telengana,Isnapur
Telengana,Jadcherla
Telengana,Jagtial
Telengana,Jainoor
Telengana,Jallaram
Telengana,Jangaon
Telengana,Jawaharnagar
Telengana,Jillalguda (Jillelguda)
Telengana,Jogipet
Telengana,Kadipikonda
Telengana,Kagaznagar (Kaghaznagar)
Telengana,Kalwakurthy
Telengana,Kamalapuram
Telengana,Kamareddy
Telengana,Karimnagar
Telengana,Kasipet
Telengana,Khammam
Telengana,Khanapuram Haveli
Telengana,Kismatpur
Telengana,Kodad
Telengana,Kompalle
Telengana,Kondamallapalle
Telengana,Koratla
Telengana,Kothagudem
Telengana,Kothakota
Telengana,Kothapet
Telengana,Kothur
Telengana,Kyathampalle
Telengana,Laxmidevipalle
Telengana,Luxettipet
Telengana,Madhira
Telengana,Mahabubabad
Telengana,Mahbubnagar (Mahabubnagar)
Telengana,Mamnoor
Telengana,Mancherial
Telengana,Mandamarri
Telengana,Manugur
Telengana,Medak
Telengana,Medchal
Telengana,Medipalle
Telengana,Meerpet
Telengana,Metpalle
Telengana,Miryalaguda
Telengana,Muthangi
Telengana,Nagaram
Telengana,Nagarkurnool
Telengana,Nakrekal
Telengana,Nalgonda
Telengana,Narayankhed
Telengana,Narayanpet
Telengana,Narsampet
Telengana,Narsapur
Telengana,Narsingi
Telengana,Naspur
Telengana,Navandgi
Telengana,Nirmal
Telengana,Nizamabad
Telengana,Omerkhan Daira
Telengana,Osmania University
Telengana,Palakurthy
Telengana,Palwancha
Telengana,Peddapalle
Telengana,Peerzadguda
Telengana,Pochampalle (Bhoodan Pochampally)
Telengana,Pothreddipalle
Telengana,Raghunathpur
Telengana,Ramachandrapuram BHEL Township (Bharat Heavy Electricals Limited)
Telengana,Ramagundam
Telengana,Ramannapeta
Telengana,Ratnapur
Telengana,Rekurthi
Telengana,Sadasivpet
Telengana,Sangareddy (Sangareddi)
Telengana,Sarapaka
Telengana,Sathupalle
Telengana,Secunderabad
Telengana,Shamshabad
Telengana,Shankarampet A
Telengana,Shivunipalle
Telengana,Siddipet
Telengana,Siddipet
Telengana,Singapur
Telengana,Sircilla
Telengana,Soanpet
Telengana,Suryapet
Telengana,Tandur
Telengana,Tangapur
Telengana,Teegalpahad
Telengana,Thallapalle
Telengana,Thimmapur
Telengana,Thorrur
Telengana,Turkayamjal
Telengana,Utnur
Telengana,Vatwarlapalle
Telengana,Vemulawada R
Telengana,Vicarabad (Vikarabad)
Telengana,Vijayapuri North
Telengana,Wanaparthy
Telengana,Warangal
Telengana,Yadagirigutta
Telengana,Yellandu
Telengana,Yellareddy
Telengana,Yenugonda
Telengana,Zahirabad (Zaheerabad)
,  
,
,
Maharastra,Achalpur
Maharastra,Aheri
Maharastra,Ahmadnagar (Ahmednagar)
Maharastra,Ahmadnagar Cantonment
Maharastra,Ahmadpur (Ahmedpur)
Maharastra,Ajra
Maharastra,Akkalkot
Maharastra,Akkalkuwa
Maharastra,Akluj
Maharastra,Akola
Maharastra,Akot
Maharastra,Alandi
Maharastra,Alibag
Maharastra,Amalner
Maharastra,Ambad
Maharastra,Ambarnath
Maharastra,Ambejogai (Ambajogai)
Maharastra,Ambepur
Maharastra,Ambivali T. Tungartan (Ambivali Tarf Wankhal)
Maharastra,Amgaon bk.
Maharastra,Amgaon kh.
Maharastra,Amravati
Maharastra,Anantpur
Maharastra,Anjangaon
Maharastra,Arvi
Maharastra,Arvi
Maharastra,Asangaon
Maharastra,Ashta
Maharastra,Ashti
Maharastra,Ashti
Maharastra,Aurangabad [Aurangabad]
Maharastra,Aurangabad Cantonment
Maharastra,Ausa
Maharastra,Awadhan
Maharastra,Awalpur
Maharastra,Badlapur
Maharastra,Balapur
Maharastra,Balirampur
Maharastra,Ballarpur
Maharastra,Bamhni
Maharastra,Banda
Maharastra,Baramati
Maharastra,Barshi
Maharastra,Basmath
Maharastra,Bela
Maharastra,Bhadgaon
Maharastra,Bhadravati
Maharastra,Bhagur
Maharastra,Bhandara
Maharastra,Bhiwandi Nizampur
Maharastra,Bhokar
Maharastra,Bhokara
Maharastra,Bhokardan
Maharastra,Bhor
Maharastra,Bhum
Maharastra,Bhusawal
Maharastra,Bhuwaneshwar
Maharastra,Bid (Beed)
Maharastra,Bid Rural
Maharastra,Biloli
Maharastra,Birwadi
Maharastra,Boisar
Maharastra,Borgaon (Meghe)
Maharastra,Bori
Maharastra,Borivali Tarf Rahur
Maharastra,Borkhedi
Maharastra,Borli Panchtan
Maharastra,Brahmapuri (Bramhapuri)
Maharastra,Budhgaon
Maharastra,Buldana (Buldhana)
Maharastra,Burhanagar
Maharastra,Chakan
Maharastra,Chalisgaon
Maharastra,Chandkapur
Maharastra,Chandrapada
Maharastra,Chandrapur
Maharastra,Chandur
Maharastra,Chandurbazar
Maharastra,Chandur Railway
Maharastra,Chandvad (Chandwad)
Maharastra,Chanje
Maharastra,Chendhare
Maharastra,Chicholi
Maharastra,Chikhala
Maharastra,Chikhaldara
Maharastra,Chikhli
Maharastra,Chinchani
Maharastra,Chiplun
Maharastra,Chitegaon
Maharastra,Chopda
Maharastra,Dabhol
Maharastra,Dadar
Maharastra,Dahanu
Maharastra,Dandi
Maharastra,Dapoli Camp
Maharastra,Darewadi
Maharastra,Darwha
Maharastra,Daryapur (Banosa)
Maharastra,Dattapur Dhamangaon
Maharastra,Daund
Maharastra,Daund
Maharastra,Davlameti
Maharastra,Deglur
Maharastra,Dehu
Maharastra,Dehu Road
Maharastra,Deogiri
Maharastra,Deolali Cantonment
Maharastra,Deolali Pravara
Maharastra,Deoli
Maharastra,Deori
Maharastra,Desaiganj
Maharastra,Deulgaon Raja
Maharastra,Devrukh
Maharastra,Dhanegaon
Maharastra,Dharangaon
Maharastra,Dharmabad
Maharastra,Dharni
Maharastra,Dharur
Maharastra,Dhatau
Maharastra,Dhopatala
Maharastra,Dhule
Maharastra,Digdoh
Maharastra,Digras
Maharastra,Dondaicha-Warwade
Maharastra,Dudhani
Maharastra,Durgapur
Maharastra,Dyane
Maharastra,Eklahare
Maharastra,Erandol
Maharastra,Faizpur
Maharastra,Fulchur
Maharastra,Gadchiroli
Maharastra,Gadhinglaj
Maharastra,Gandhinagar
Maharastra,Ganeshpur
Maharastra,Gangakhed
Maharastra,Gangapur
Maharastra,Georai (Gevrai)
Maharastra,Ghatanji
Maharastra,Ghoti Budruk
Maharastra,Ghugus
Maharastra,Ghulewadi
Maharastra,Gimhavane
Maharastra,Godoli
Maharastra,Gokul Shirgaon
Maharastra,Gokunda
Maharastra,Gondiya (Gondia)
Maharastra,Gondpipri
Maharastra,Goregaon
Maharastra,Gotheghar
Maharastra,Greater Mumbai [Bombay]
Maharastra,Hadgaon
Maharastra,Hajarmachi
Maharastra,Harsul
Maharastra,Hinganghat
Maharastra,Hingoli
Maharastra,Hinjavadi
Maharastra,Hudkeshwar bk.
Maharastra,Hupari
Maharastra,Ichalkaranji
Maharastra,Igatpuri
Maharastra,Indapur
Maharastra,Isasani
Maharastra,Jalgaon
Maharastra,Jalgaon
Maharastra,Jalgaon Jamod
Maharastra,Jalna
Maharastra,Jalochi
Maharastra,Jamkhed
Maharastra,Jamner
Maharastra,Jasai
Maharastra,Jawhar
Maharastra,Jaysingpur
Maharastra,Jejuri
Maharastra,Jintur
Maharastra,Junnar
Maharastra,Kabnur
Maharastra,Kagal
Maharastra,Kaij
Maharastra,Kalamb
Maharastra,Kalambe Turf Thane
Maharastra,Kalameshwar
Maharastra,Kalamnuri
Maharastra,Kalher
Maharastra,Kalmath
Maharastra,Kalundre
Maharastra,Kalyan-Dombivli (Kalyan-Dombivali)
Maharastra,Kambe (in: Bhiwandi subdistrict)
Maharastra,Kambe (in: Kalyan subdistrict)
Maharastra,Kamptee
Maharastra,Kamptee Cantonment
Maharastra,Kandari
Maharastra,Kandhar
Maharastra,Kandri (in: Parseoni subdistrict)
Maharastra,Kandri (in: Ramtek subdistrict)
Maharastra,Kanhan (Pipri)
Maharastra,Kankavli
Maharastra,Kannad
Maharastra,Karad
Maharastra,Karad Rural
Maharastra,Karanja (Karanja Lad)
Maharastra,Karanje Tarf Satara (Karanje Turf Satara)
Maharastra,Karivali
Maharastra,Karjat
Maharastra,Karjat
Maharastra,Karle
Maharastra,Karmala
Maharastra,Kasara Budruk
Maharastra,Katai
Maharastra,Katangi Kala
Maharastra,Katkar
Maharastra,Katol
Maharastra,Kegaon
Maharastra,Khadkale
Maharastra,Khadki Bk
Maharastra,Khaira
Maharastra,Khamari
Maharastra,Khamgaon
Maharastra,Khandbara
Maharastra,Khapa
Maharastra,Khapar
Maharastra,Kharabwadi
Maharastra,Kharbav
Maharastra,Khardi
Maharastra,Kharghar
Maharastra,Khed
Maharastra,Khed
Maharastra,Kherdi
Maharastra,Khoni
Maharastra,Khopoli
Maharastra,Khuldabad
Maharastra,Kinwat
Maharastra,Kirkee Cantonment (Khadki)
Maharastra,Kodoli
Maharastra,Kolhapur
Maharastra,Kolki
Maharastra,Kon
Maharastra,Kondumal
Maharastra,Kopargaon
Maharastra,Koradi
Maharastra,Koregaon
Maharastra,Koregaon Bhima
Maharastra,Korochi
Maharastra,Kudal
Maharastra,Kudus
Maharastra,Kudwa
Maharastra,Kundalwadi
Maharastra,Kurduvadi
Maharastra,Kurkheda
Maharastra,Kurul
Maharastra,Kurundvad (Kuruntwad)
Maharastra,Kusgaon Budruk
Maharastra,Kuwarbav
Maharastra,Lanja
Maharastra,Lasalgaon
Maharastra,Latur
Maharastra,Loha
Maharastra,Lohara
Maharastra,Lonand
Maharastra,Lonar
Maharastra,Lonavala (Lonavla)
Maharastra,Madhavnagar
Maharastra,Mahabaleshwar
Maharastra,Mahad
Maharastra,Mahadula
Maharastra,Mahapoli
Maharastra,Mahindale
Maharastra,Maindargi
Maharastra,Majgaon
Maharastra,Makranifali
Maharastra,Maldhe
Maharastra,Malegaon
Maharastra,Malkapur
Maharastra,Malkapur
Maharastra,Malkapur
Maharastra,Malkapur
Maharastra,Malwan
Maharastra,Manchar
Maharastra,Mangalvedhe (Mangalwedha)
Maharastra,Mangrulpir
Maharastra,Manjlegaon
Maharastra,Manmad
Maharastra,Manor
Maharastra,Manwath
Maharastra,Masala
Maharastra,Matheran
Maharastra,Medankarwadi
Maharastra,Medha
Maharastra,Mehkar
Maharastra,Mharal Bk
Maharastra,Mhasla
Maharastra,Mhaswad
Maharastra,Mira-Bhayandar
Maharastra,Mohpa
Maharastra,Mohpada (Wasambe)
Maharastra,Morewadi
Maharastra,Morshi
Maharastra,Mouda
Maharastra,Mouje Anjanvel
Maharastra,Mowad
Maharastra,Mudkhed
Maharastra,Mukhed
Maharastra,Mul
Maharastra,Murbad
Maharastra,Murgud
Maharastra,Murmadi
Maharastra,Murtijapur (Murtajapur)
Maharastra,Murud Janjira
Maharastra,Murum
Maharastra,Nachane
Maharastra,Nadgaon Tarf Birwadi
Maharastra,Nagalwadi
Maharastra,Nagapur
Maharastra,Nagardeole
Maharastra,Nagothane (Nagothana)
Maharastra,Nagpur
Maharastra,Nakoda
Maharastra,Naldurg
Maharastra,Nalwadi
Maharastra,Nanda
Maharastra,Nanded Waghala
Maharastra,Nandgaon
Maharastra,Nandgaon Pode
Maharastra,Nandura
Maharastra,Nandurbar
Maharastra,Nanekarwadi
Maharastra,Narkhed
Maharastra,Narsala
Maharastra,Nashik [Nasik]
Maharastra,Natepute
Maharastra,Navghar
Maharastra,Navi Mumbai
Maharastra,Navi Mumbai Panvel Raigarh
Maharastra,Nawapur (Navapur)
Maharastra,Ner
Maharastra,Neral
Maharastra,Nideban
Maharastra,Nijampur
Maharastra,Nilanga
Maharastra,Nildoh
Maharastra,Nimbhore Budruk
Maharastra,Osmanabad
Maharastra,Owle
Maharastra,Ozar
Maharastra,Pachgaon
Maharastra,Pachora
Maharastra,Pachora Rural
Maharastra,Padagha
Maharastra,Padoli
Maharastra,Paithan
Maharastra,Palghar
Maharastra,Pali
Maharastra,Palidevad
Maharastra,Panchgani
Maharastra,Pandharkaoda
Maharastra,Pandharpur
Maharastra,Pandharpur
Maharastra,Panhala
Maharastra,Panvel
Maharastra,Paranda
Maharastra,Parbhani
Maharastra,Parli
Maharastra,Parola
Maharastra,Partur
Maharastra,Pasthal
Maharastra,Patan
Maharastra,Pathardi
Maharastra,Pathri
Maharastra,Patur
Maharastra,Pauni
Maharastra,Pen
Maharastra,Peth Umri
Maharastra,Phaltan
Maharastra,Pimpalgaon
Maharastra,Pimpalgaon Najik
Maharastra,Pimpri Chinchwad
Maharastra,Pipri
Maharastra,Pirangut
Maharastra,Poladpur
Maharastra,Pulgaon
Maharastra,Pune (Poona) [Poona]
